Nodo,Rw Settembre,Rw Ottobre,Rw Novembre,Rw Dicembre,Rw Dicembre Predetto,Rwerrore
efepress,,1.0,1.0,1.0,1.0,0
Heltos,,1.0,1.0,1.0,1.0,0
IBCCanarias,,1.0,1.0,1.0,1.0,0
anestraat,,1.0,1.0,1.0,1.0,0
mjrmb,1.0,0.5,0.5,0.5,0.5,0
brunanera39,,1.0,0.33,1.0,0.33,33.5
jomononix,,1.0,1.0,1.0,1.0,0
eliadallaglio,,1.0,1.0,1.0,1.0,0
hazteoir,1.0,1.0,1.0,1.0,1.0,0
SYMPOSIUMnews,,1.0,1.0,1.0,1.0,0
ErmannoCastaldo,0.5,0.5,0.5,0.5,0.5,0
bennymusillami,1.0,1.0,1.0,1.0,1.0,0
reinadido,,1.0,1.0,1.0,1.0,0
pandaudrey,,-1.0,-1.0,-1.0,-1.0,0
HealthLawQUT,1.0,1.0,1.0,1.0,1.0,0
asceppacerca,,1.0,1.0,1.0,1.0,0
Vandabio,,0.96,0.0,1.0,0.0,50.0
luciavized,,1.0,1.0,1.0,1.0,0
kkonigliani,,1.0,1.0,-1.0,1.0,100.0
Soy_Eleazar,,1.0,0.5,0.5,0.5,0
EdoardoQuaquini,,0.25,0.15,0.14,0.15,0.49999999999999906
Elio50662856,,0.18,-0.0,0.5,0.0,25.0
fatina909,1.0,1.0,1.0,1.0,1.0,0
enzo2308,1.0,1.0,1.0,1.0,1.0,0
santinaf,,1.0,0.5,1.0,0.5,25.0
Giustizia47Vera,0.96,0.02,0.02,-0.0,0.02,1.0
JesusPage1,,1.0,1.0,1.0,1.0,0
divita_miriam,1.0,1.0,0.99,0.49,0.995,25.25
Inexhibit_mag,,1.0,0.5,0.0,0.5,25.0
FlorianaMissori,,1.0,1.0,1.0,1.0,0
ANTONIACUE,,1.0,1.0,1.0,1.0,0
elmostrador,,1.0,1.0,1.0,1.0,0
andrea__braga,,1.0,0.5,0.5,0.5,0
eryka_bo,0.94,0.0,0.0,-0.0,0.0,0
BSalvarani,1.0,1.0,1.0,1.0,1.0,0
dario_gned,1.0,1.0,1.0,1.0,1.0,0
M1chelangel_0,,-1.0,-1.0,-1.0,-1.0,0
SottoLaMole,1.0,1.0,1.0,1.0,1.0,0
ChrisPeverieri,,1.0,1.0,1.0,1.0,0
crecio74,,1.0,1.0,1.0,1.0,0
EmanueleSalern5,,0.25,0.17,-0.0,0.17,8.5
barbaralai84,1.0,1.0,1.0,1.0,1.0,0
BabunitaSeco,,1.0,1.0,1.0,1.0,0
Clara_HVDT,,1.0,1.0,1.0,1.0,0
feliciagiudice1,,-1.0,1.0,-1.0,1.0,100.0
terribleteacher,,1.0,1.0,1.0,1.0,0
nameKimmo,1.0,1.0,1.0,1.0,1.0,0
catnoir3,,-1.0,-1.0,-1.0,-1.0,0
masterenproyect,1.0,1.0,1.0,1.0,1.0,0
velocevolo,,1.0,1.0,0.5,1.0,25.0
bioeticaweb,1.0,1.0,1.0,1.0,1.0,0
crislands,,1.0,1.0,1.0,1.0,0
LuisaCarrascoV,,1.0,1.0,1.0,1.0,0
GiaPettinelli,,1.0,1.0,1.0,1.0,0
Irus777,1.0,1.0,1.0,1.0,1.0,0
elcomercio_peru,1.0,1.0,1.0,1.0,1.0,0
NotiCampina,,1.0,1.0,1.0,1.0,0
PossibileIt,,1.0,1.0,1.0,1.0,0
ecodaipalazzi,,1.0,1.0,1.0,1.0,0
fgabry3740,,1.0,1.0,1.0,1.0,0
NinoCoppola82,1.0,0.5,0.5,0.5,0.5,0
latamaru77,,1.0,1.0,1.0,1.0,0
promocionLibros,,1.0,1.0,1.0,1.0,0
r_formigoni,,1.0,0.5,0.5,0.5,0
ErcoleRossi,1.0,1.0,1.0,1.0,1.0,0
GRAZMORGANGRACE,,0.96,0.04,1.0,0.04,48.0
Marghe65834647,,1.0,0.67,1.0,0.67,16.499999999999996
jsolartep,,1.0,1.0,1.0,1.0,0
BGrisafi,,0.25,0.0,0.5,0.0,25.0
edibastianelli,-1.0,0.0,0.0,0.33,0.0,16.5
anna_mazzone,,0.96,-0.02,1.0,-0.02,51.0
annalisapanello,,0.11,0.02,0.46,0.02,22.0
FrancescoBlotto,,1.0,1.0,1.0,1.0,0
o_agudelo75,,1.0,1.0,1.0,1.0,0
coraggioEpaura,,0.96,0.0,0.33,0.0,16.5
VanityFairIt,,1.0,1.0,1.0,1.0,0
elisa24102,,1.0,1.0,0.22,1.0,39.0
an12frnc,1.0,0.5,0.25,0.5,0.375,6.25
padrearturosaiz,,1.0,1.0,1.0,1.0,0
Perdukistan,0.96,0.18,0.25,0.03,0.215,9.25
FurfaroFrancesc,,1.0,1.0,1.0,1.0,0
cantuale,,1.0,0.33,0.25,0.33,4.000000000000001
toyenlacalle,,1.0,1.0,1.0,1.0,0
VincentMele92,,0.96,0.0,1.0,0.0,50.0
angelicavillg,1.0,1.0,0.5,0.5,0.75,12.5
SueHarris1951,1.0,1.0,1.0,1.0,1.0,0
joejo2002,1.0,1.0,1.0,1.0,1.0,0
mcdellamico,,0.5,0.49,0.5,0.49,0.5000000000000004
GabrielaFor,1.0,1.0,1.0,1.0,1.0,0
FrancoDiPaola,,0.32,0.4,1.0,0.4,30.0
RaoGiordano,,1.0,0.5,1.0,0.5,25.0
SteCavallaro,,1.0,1.0,1.0,1.0,0
niegotiziana,0.94,0.49,0.24,-1.0,0.365,68.25
sonisope,1.0,1.0,1.0,1.0,1.0,0
avispadechile,,1.0,1.0,1.0,1.0,0
contini_rosario,,1.0,0.0,0.2,0.0,10.0
DiazAmezu,1.0,1.0,1.0,1.0,1.0,0
andreag_osteo,1.0,0.06,0.03,0.0,0.045,2.25
LeerCapacita,,1.0,1.0,1.0,1.0,0
vancinimaria,,1.0,1.0,1.0,1.0,0
ROBZIK,,1.0,1.0,1.0,1.0,0
MarcellaOnnis,0.94,0.49,0.25,1.0,0.37,31.5
pidemath,,0.5,0.5,0.5,0.5,0
radicalifoggia,,0.99,0.5,1.0,0.5,25.0
massimo_ascari,,1.0,1.0,1.0,1.0,0
fojarol,0.94,0.97,-0.02,0.5,0.475,1.250000000000001
AmorDander771,,1.0,1.0,1.0,1.0,0
Nadif,,1.0,1.0,1.0,1.0,0
MarrtaRomero,,1.0,1.0,1.0,1.0,0
JonePierantonio,0.0,0.0,0.45,0.07,0.225,7.75
carmenfefe,1.0,1.0,1.0,1.0,1.0,0
MarcoMariani_IT,,1.0,0.0,0.33,0.0,16.5
Mattjugolino,0.5,0.14,0.11,0.24,0.125,5.75
curiosamen,,1.0,0.5,0.0,0.5,25.0
mari_arena75,,1.0,1.0,1.0,1.0,0
gerardo_laguna,1.0,1.0,1.0,1.0,1.0,0
AdrianoGizzi,1.0,1.0,1.0,1.0,1.0,0
lanebbiapadana,,1.0,1.0,0.0,1.0,50.0
BiasinNicola,,1.0,1.0,1.0,1.0,0
matilderossi14,,0.5,0.33,0.33,0.33,0
VGentilomo,,0.5,0.15,0.5,0.15,17.5
aleiannucci77,,1.0,0.0,1.0,0.0,50.0
alosrosa57,,1.0,1.0,1.0,1.0,0
GLaveaga,1.0,1.0,1.0,1.0,1.0,0
BMalebran,,1.0,1.0,1.0,1.0,0
NadaAlfano,,1.0,0.33,1.0,0.33,33.5
LuigiaFio,0.5,0.33,0.5,0.6,0.41500000000000004,9.249999999999996
AdelinaRicciar1,1.0,0.5,0.33,0.33,0.41500000000000004,4.250000000000001
francofalc,0.5,0.5,0.5,1.0,0.5,25.0
Bastard1974,,1.0,1.0,1.0,1.0,0
_Infoactualidad,,1.0,1.0,1.0,1.0,0
Fondaz_Veronesi,,1.0,1.0,1.0,1.0,0
RosanaRibera,1.0,0.5,0.5,0.33,0.5,8.5
iltrenoromalido,1.0,1.0,1.0,1.0,1.0,0
xpombo,,1.0,1.0,1.0,1.0,0
JUANMORALISTA,,1.0,1.0,1.0,1.0,0
lanzigiuseppe,,1.0,1.0,1.0,1.0,0
LutoEnColores,,1.0,1.0,1.0,1.0,0
MoragMcCook,,1.0,1.0,1.0,1.0,0
ronnyrosales8,1.0,1.0,1.0,1.0,1.0,0
Rosita_deMaria,,1.0,1.0,1.0,1.0,0
Ego314,1.0,1.0,1.0,1.0,1.0,0
julesbeton,,1.0,1.0,1.0,1.0,0
GIULIONE1,,1.0,1.0,1.0,1.0,0
gianvitosibilio,,0.5,0.2,0.13,0.2,3.5000000000000004
Osteo74,0.96,0.0,0.49,-0.04,0.245,14.249999999999998
jav_riv,,1.0,1.0,1.0,1.0,0
javieralvarado8,,1.0,1.0,1.0,1.0,0
DiegoAngelino83,,1.0,1.0,1.0,1.0,0
mtz1305,0.47,0.5,0.5,1.0,0.5,25.0
PillaPaladini,,0.64,-0.01,0.33,-0.01,17.0
DottorWatson,,1.0,1.0,1.0,1.0,0
AntonioYepesCD,,1.0,1.0,1.0,1.0,0
fullrobyn,0.5,0.5,0.0,0.29,0.25,1.9999999999999991
CarloMusa,,1.0,0.5,1.0,0.5,25.0
Fe_DiLeo,1.0,1.0,1.0,1.0,1.0,0
francy_dream,,1.0,1.0,1.0,1.0,0
Maaninkavaara,,1.0,1.0,1.0,1.0,0
AnaGRiverPlate,,1.0,1.0,1.0,1.0,0
reyconbarba,1.0,1.0,1.0,1.0,1.0,0
rosamari732,,1.0,1.0,1.0,1.0,0
Aliicedrc,,1.0,1.0,1.0,1.0,0
PaxetBonumLux,1.0,1.0,0.25,0.33,0.625,14.75
iside50,-1.0,-1.0,-1.0,0.0,-1.0,50.0
crystyana2003,1.0,1.0,1.0,1.0,1.0,0
mmttccmm,1.0,1.0,1.0,1.0,1.0,0
jomacima,1.0,1.0,1.0,1.0,1.0,0
mcaratozzolo58,,1.0,0.33,0.5,0.33,8.5
Revolbailar,,1.0,1.0,1.0,1.0,0
OscarFlorianIBC,1.0,1.0,1.0,1.0,1.0,0
FPuggini,,1.0,0.5,1.0,0.5,25.0
NewsweekEspanol,,1.0,1.0,1.0,1.0,0
DAVID_PEREZ16,1.0,1.0,1.0,1.0,1.0,0
tremendaful,1.0,1.0,0.13,0.0,0.565,28.249999999999996
blueconomia,,1.0,1.0,1.0,1.0,0
lauramanzini_it,1.0,1.0,1.0,1.0,1.0,0
atecheseilunica,,1.0,1.0,1.0,1.0,0
anarpacheco,,1.0,1.0,1.0,1.0,0
MPenikas,,1.0,0.33,0.0,0.33,16.5
PieroSavaresi,,1.0,0.49,1.0,0.49,25.5
mtbosa,,1.0,1.0,1.0,1.0,0
Angelo2456,1.0,1.0,1.0,1.0,1.0,0
Vanganel,,1.0,1.0,1.0,1.0,0
robertafidanzia,,1.0,1.0,1.0,1.0,0
de1969,,1.0,1.0,1.0,1.0,0
MilanoValdese,1.0,1.0,0.6,0.27,0.8,26.5
serenel14278447,1.0,1.0,0.8,1.0,0.9,4.999999999999999
sciollo191,,-1.0,-1.0,-1.0,-1.0,0
LeonardoR19,,1.0,1.0,1.0,1.0,0
gim_mariana,,1.0,1.0,1.0,1.0,0
monn60,,1.0,1.0,0.5,1.0,25.0
dalzottoflorian,1.0,1.0,1.0,1.0,1.0,0
Diveeer1,,1.0,1.0,0.0,1.0,50.0
amartpenalv,,1.0,1.0,1.0,1.0,0
carseri,,0.24,0.04,0.33,0.04,14.500000000000002
Matteo_Munno,,1.0,1.0,1.0,1.0,0
repubblica,,1.0,1.0,1.0,1.0,0
fcastia,1.0,0.63,0.08,0.05,0.355,15.25
FedericoVilla2,,1.0,1.0,1.0,1.0,0
Barabba1,,1.0,0.25,0.33,0.25,4.000000000000001
isaabelalonsoda,1.0,1.0,1.0,1.0,1.0,0
Mediaweblife,,1.0,1.0,1.0,1.0,0
jplazav,1.0,1.0,1.0,1.0,1.0,0
889Noticias,1.0,1.0,1.0,1.0,1.0,0
spaziodimirko,,1.0,1.0,1.0,1.0,0
clastella2017,1.0,0.5,0.2,0.14,0.35,10.499999999999998
LLefischia,1.0,1.0,1.0,1.0,1.0,0
vivianamorchio,,1.0,1.0,1.0,1.0,0
Charlygatooo,,1.0,1.0,1.0,1.0,0
AlisaRusBuffo,1.0,1.0,1.0,1.0,1.0,0
elluas,,1.0,1.0,1.0,1.0,0
DAMTLEMHN,,1.0,1.0,1.0,1.0,0
Maurizio_Lupi,,1.0,1.0,1.0,1.0,0
75Ginny,0.5,0.5,0.25,0.05,0.375,16.25
RM_II_Possibile,,1.0,1.0,1.0,1.0,0
aciprensa,1.0,1.0,1.0,1.0,1.0,0
svale16,,1.0,1.0,1.0,1.0,0
giannettaOr,,1.0,1.0,1.0,1.0,0
Nic_Panta,0.94,1.0,0.04,0.48,0.52,2.0000000000000018
scaradave,,-1.0,-1.0,-1.0,-1.0,0
BCarazzolo,,1.0,0.5,0.17,0.5,16.499999999999996
FPactual,1.0,1.0,1.0,1.0,1.0,0
giorgiasalvato,,1.0,1.0,1.0,1.0,0
AnnamariaAcerra,1.0,1.0,1.0,1.0,1.0,0
DorisLourdes_11,1.0,1.0,1.0,1.0,1.0,0
licia_la,-1.0,-1.0,-1.0,-1.0,-1.0,0
MariaGu72189811,1.0,1.0,1.0,1.0,1.0,0
capogriso,,1.0,1.0,1.0,1.0,0
Lcungi,,1.0,0.14,0.17,0.14,1.5
senzasinistra,0.47,0.5,0.28,1.0,0.39,30.5
pino_nostro,,1.0,1.0,1.0,1.0,0
maitesancat,,1.0,1.0,1.0,1.0,0
ilmessaggeroit,,1.0,1.0,1.0,1.0,0
g_limitone,,1.0,1.0,1.0,1.0,0
Andrearatio,1.0,1.0,1.0,1.0,1.0,0
danielat65,,1.0,1.0,1.0,1.0,0
conosbalboaga,1.0,0.5,0.5,0.75,0.5,12.5
sergiodadamo,,0.2,0.05,1.0,0.05,47.5
gabrielezagni,,1.0,1.0,1.0,1.0,0
Ganbol74,,1.0,1.0,1.0,1.0,0
Panf57,,1.0,0.5,0.5,0.5,0
oldo_bis,0.94,0.49,0.06,0.19,0.275,4.250000000000001
micioalato,,0.5,0.17,0.17,0.17,0
AntonellaGrim,,1.0,0.5,0.5,0.5,0
ANGELACONGIU,,1.0,1.0,1.0,1.0,0
TheG_Ralpha,,0.99,0.25,0.0,0.25,12.5
MarisaLevi1,,1.0,0.33,0.17,0.33,8.0
andreaAocello,1.0,1.0,1.0,0.5,1.0,25.0
GASirianni,,1.0,0.25,0.5,0.25,12.5
milycimadevilla,1.0,1.0,1.0,1.0,1.0,0
FernandodPablo,,1.0,1.0,1.0,1.0,0
jmalavep1,,1.0,1.0,1.0,1.0,0
mottinelli,,1.0,1.0,1.0,1.0,0
jmsan314,,1.0,1.0,1.0,1.0,0
paoloigna1,,1.0,0.5,0.25,0.5,12.5
ahoramurciapati,,1.0,1.0,1.0,1.0,0
Sarinayetnot,,0.96,0.0,1.0,0.0,50.0
romeo301981,0.54,0.39,0.02,0.14,0.20500000000000002,3.25
J_Sanchez_Serna,1.0,0.5,0.13,0.5,0.315,9.25
evrugi,,1.0,1.0,1.0,1.0,0
SCC_Bassano,,1.0,1.0,1.0,1.0,0
VittorioPalumbo,,0.5,0.15,0.25,0.15,5.0
MariaC_Pisani,,1.0,0.67,1.0,0.67,16.499999999999996
pitmun,,1.0,0.33,0.33,0.33,0
PicchixFirenze,,1.0,0.5,1.0,0.5,25.0
GLORIAGARRE,,1.0,1.0,1.0,1.0,0
Graciel01759600,1.0,1.0,1.0,1.0,1.0,0
ManySkills1701,1.0,1.0,0.5,0.5,0.75,12.5
medicojunghiano,,1.0,0.33,0.5,0.33,8.5
meygagoyzueta,,1.0,1.0,1.0,1.0,0
SinnovaIT,,1.0,1.0,1.0,1.0,0
p_pedra,,0.96,0.0,1.0,0.0,50.0
PelliPetja,,1.0,1.0,1.0,1.0,0
DomenicoMazzil5,,1.0,0.67,0.13,0.67,27.0
fgb_sw,1.0,1.0,1.0,1.0,1.0,0
71locatelli,,0.2,0.01,1.0,0.01,49.5
ValComm,,0.0,-0.38,-0.5,-0.38,6.0
senori_dima,,1.0,1.0,1.0,1.0,0
JSaezGalan,1.0,1.0,1.0,1.0,1.0,0
elisabarbini,,1.0,1.0,1.0,1.0,0
r_portoghesi,1.0,1.0,1.0,1.0,1.0,0
TizianaSandrin4,,1.0,1.0,1.0,1.0,0
mojacar12,,1.0,1.0,1.0,1.0,0
OteroJimena,,1.0,1.0,1.0,1.0,0
zucche_rosa,,1.0,1.0,0.5,1.0,25.0
actuallcom,1.0,1.0,1.0,1.0,1.0,0
SI_sinistra,,1.0,0.04,0.5,0.04,23.0
albebragaglia,,1.0,1.0,1.0,1.0,0
CursoPbc,1.0,1.0,1.0,1.0,1.0,0
GVNVNCR,1.0,1.0,1.0,1.0,1.0,0
concitadeg,,1.0,1.0,1.0,1.0,0
MariaLMontalban,,1.0,1.0,1.0,1.0,0
TuttoQuaNews,1.0,0.5,0.25,0.33,0.375,2.249999999999999
elenaruggeri2,1.0,1.0,1.0,1.0,1.0,0
Prodigo_,1.0,1.0,1.0,0.5,1.0,25.0
mrboo80,,1.0,1.0,1.0,1.0,0
alftab3,1.0,1.0,1.0,1.0,1.0,0
dbati79,1.0,0.67,0.29,0.03,0.48,22.499999999999996
GGeinzger,0.94,0.97,0.49,1.0,0.73,13.5
NickMyOnlyOne,0.14,0.0,0.02,0.0,0.01,0.5
francescafiloc2,1.0,1.0,1.0,1.0,1.0,0
JoseAsael,,1.0,1.0,1.0,1.0,0
lauralruiz,,1.0,1.0,1.0,1.0,0
cinziacaporale,0.17,0.08,-0.01,0.0,0.035,1.7500000000000002
SegatDavide,1.0,0.5,0.25,0.25,0.375,6.25
claudia_condori,1.0,1.0,1.0,1.0,1.0,0
Franciscoteran0,,1.0,1.0,1.0,1.0,0
SignorAldo,,1.0,1.0,1.0,1.0,0
Yowsa777,1.0,1.0,1.0,1.0,1.0,0
SOLIDARIDADNET,1.0,1.0,1.0,1.0,1.0,0
RagozzinoLeo,1.0,1.0,1.0,1.0,1.0,0
virginiaolmedo,,1.0,1.0,1.0,1.0,0
angiuoniluigi,,1.0,0.5,0.5,0.5,0
javiergalanb,1.0,0.62,0.14,0.68,0.38,15.000000000000002
daealmar,1.0,1.0,1.0,1.0,1.0,0
FestReligioni,-1.0,-1.0,-1.0,-1.0,-1.0,0
Filomena_Gallo,0.56,0.28,0.13,0.0,0.20500000000000002,10.25
licilook,1.0,1.0,1.0,1.0,1.0,0
ilPFmax,,0.5,0.02,0.02,0.02,0
Megavatio29,,1.0,1.0,1.0,1.0,0
Sara_6277,1.0,1.0,0.2,0.31,0.6,14.499999999999998
karinaf818,,1.0,1.0,1.0,1.0,0
RadioRadicale,0.5,0.25,-0.0,-0.0,0.125,6.25
Voluntario13,1.0,1.0,1.0,1.0,1.0,0
anasanchezv,1.0,1.0,1.0,1.0,1.0,0
SurrexitVere,,0.5,0.33,0.25,0.33,4.000000000000001
straditeresa,,1.0,0.2,1.0,0.2,40.0
2014Criame,,1.0,1.0,1.0,1.0,0
Terenzio631976,1.0,1.0,1.0,0.5,1.0,25.0
dorlando1959,,1.0,0.5,0.33,0.5,8.5
AGherbitz,,1.0,0.5,-0.47,0.5,48.5
IlariaValenzi,,1.0,1.0,1.0,1.0,0
SaffronHorizon,,0.33,0.09,0.0,0.09,4.5
SilvioRosati,,0.96,0.0,1.0,0.0,50.0
CNT_Graficas,,1.0,1.0,1.0,1.0,0
EleGV25,1.0,1.0,1.0,1.0,1.0,0
CiranGuccini,0.96,0.28,0.03,0.33,0.15500000000000003,8.75
mexican_journal,,1.0,1.0,1.0,1.0,0
LuigiManconi1,,1.0,0.0,0.0,0.0,0
VirginiaBerni,,1.0,1.0,0.03,1.0,48.5
mitzicim,1.0,0.33,0.24,1.0,0.28500000000000003,35.75
karlabarriosr,1.0,1.0,1.0,1.0,1.0,0
Blumeweb,0.94,0.5,1.0,0.33,0.75,21.0
rarimani,1.0,1.0,1.0,1.0,1.0,0
fsiciliani,,0.99,0.5,0.01,0.5,24.5
EnriqueAguilarJ,1.0,1.0,1.0,1.0,1.0,0
Castruccio64,1.0,1.0,1.0,1.0,1.0,0
unoscribacchino,,1.0,1.0,1.0,1.0,0
MARCORO85689092,-1.0,-1.0,1.0,1.0,0.0,50.0
Fletan,1.0,1.0,1.0,1.0,1.0,0
cnp10,,1.0,1.0,1.0,1.0,0
arquitek216,,1.0,1.0,1.0,1.0,0
roman_carret,,1.0,1.0,1.0,1.0,0
Lazaro_Perez94,1.0,1.0,1.0,1.0,1.0,0
BlogLCU,1.0,1.0,1.0,1.0,1.0,0
lugonzalez_h,1.0,1.0,1.0,1.0,1.0,0
valelibera,,1.0,1.0,1.0,1.0,0
vit_marco,,0.0,0.07,1.0,0.07,46.5
cappellini_c,,1.0,1.0,1.0,1.0,0
FilomenaNatale,,1.0,1.0,1.0,1.0,0
DoctoraPaty,,1.0,1.0,1.0,1.0,0
vedocose,,0.5,0.24,-0.01,0.24,12.5
DriverMattia198,,1.0,1.0,1.0,1.0,0
Annadrx00,,1.0,1.0,1.0,1.0,0
maualberti,,0.07,0.0,0.01,0.0,0.5
babi_lolita,,1.0,1.0,1.0,1.0,0
joseangeljt,,1.0,1.0,1.0,1.0,0
ondameme,,0.2,0.2,0.5,0.2,15.0
blanca_mar2004,,1.0,1.0,0.5,1.0,25.0
lndieNewsNow,,1.0,1.0,1.0,1.0,0
no_dhont,,1.0,1.0,1.0,1.0,0
xindyta10,,1.0,1.0,1.0,1.0,0
EmanuKant,1.0,1.0,0.5,0.01,0.75,37.0
LucianaMatarese,,1.0,1.0,1.0,1.0,0
Lindauauaua,0.96,0.29,0.0,0.0,0.145,7.249999999999999
coracaprio,1.0,1.0,1.0,1.0,1.0,0
redazionenaz,,1.0,1.0,1.0,1.0,0
teuz1313,,1.0,1.0,0.5,1.0,25.0
chusa21,,1.0,1.0,1.0,1.0,0
AlbertoForesti3,,1.0,0.09,0.0,0.09,4.5
RitaFrazzoni,,0.96,1.0,0.5,1.0,25.0
philipnitschke,1.0,1.0,1.0,1.0,1.0,0
lorenzotiezzi,,1.0,0.33,-1.0,0.33,66.5
Giovanniii,,0.48,0.0,1.0,0.0,50.0
luciavalente_tw,,1.0,1.0,1.0,1.0,0
MadagioPepe,1.0,0.07,0.16,0.0,0.115,5.75
momarte1,,1.0,0.08,0.17,0.08,4.500000000000001
maciampi1789,,0.5,0.25,0.33,0.25,4.000000000000001
Disabili_com,,1.0,1.0,1.0,1.0,0
giatav,,1.0,1.0,0.5,1.0,25.0
ivomez,,1.0,1.0,0.17,1.0,41.5
GabriellaGullac,,1.0,0.5,0.5,0.5,0
marini_ro,,0.5,0.33,0.0,0.33,16.5
asnerp,,1.0,1.0,1.0,1.0,0
sarvexit,,1.0,1.0,1.0,1.0,0
Scienza_e_Vita,0.5,1.0,0.03,0.01,0.515,25.25
Firefly_fan,1.0,1.0,1.0,1.0,1.0,0
PJaimeMarenco,,1.0,1.0,1.0,1.0,0
_FiliaDei,,1.0,1.0,1.0,1.0,0
TeroPohjasniemi,1.0,1.0,1.0,1.0,1.0,0
gaelle14juillet,0.65,0.19,0.33,0.32,0.26,3.0
Concato10,,1.0,1.0,1.0,1.0,0
docst,,1.0,1.0,1.0,1.0,0
framarinucci,,1.0,0.46,-0.04,0.46,25.0
UsuariosanidadM,1.0,0.08,0.4,0.4,0.24000000000000002,8.0
URosarioRadio,,1.0,1.0,1.0,1.0,0
biojurmediij,1.0,1.0,0.5,0.5,0.75,12.5
ChusDiazTrapi,1.0,1.0,1.0,1.0,1.0,0
sikoctgipod,,1.0,1.0,1.0,1.0,0
nonsene_puopiu,,0.96,0.0,1.0,0.0,50.0
sovmadrid,,1.0,1.0,1.0,1.0,0
ajsneildArgenie,,1.0,1.0,1.0,1.0,0
demosolidale,1.0,1.0,1.0,1.0,1.0,0
jrivascuellar,1.0,1.0,1.0,1.0,1.0,0
Robycop51,1.0,1.0,1.0,0.75,1.0,12.5
Melogranocs,,1.0,1.0,1.0,1.0,0
Duck170,-1.0,-1.0,-1.0,-1.0,-1.0,0
smontielsegovia,1.0,0.5,0.5,0.5,0.5,0
LorenzoRoselliX,1.0,1.0,1.0,0.5,1.0,25.0
cristiandonatel,-1.0,-0.49,-0.26,0.33,-0.375,35.25
roxelloo,1.0,1.0,1.0,1.0,1.0,0
paoladelusa,1.0,1.0,0.5,0.22,0.75,26.5
TinaAnceschi,,1.0,1.0,1.0,1.0,0
Exploreosu,,1.0,1.0,1.0,1.0,0
nabu65,1.0,1.0,0.5,0.95,0.75,9.999999999999998
mbolognetti,0.47,0.02,0.49,0.0,0.255,12.75
nancycard31,,1.0,1.0,1.0,1.0,0
marinaM5S,1.0,1.0,1.0,1.0,1.0,0
MesaDefensaSani,,1.0,1.0,1.0,1.0,0
Dinao86,,0.5,0.31,1.0,0.31,34.5
FRodriguezG,1.0,1.0,1.0,1.0,1.0,0
AntonioliDavide,,1.0,1.0,1.0,1.0,0
SandraBattisti,,1.0,1.0,0.67,1.0,16.499999999999996
diamarycielo1,,1.0,1.0,1.0,1.0,0
martabonafoni,,1.0,1.0,1.0,1.0,0
RobRe62,-1.0,-0.17,0.0,-0.01,-0.085,3.7500000000000004
sadape54,0.29,0.24,0.22,0.0,0.22999999999999998,11.5
CNT_Villaverde,,1.0,1.0,1.0,1.0,0
InfocomS,,1.0,1.0,1.0,1.0,0
DaniloRizzi3,,0.96,0.0,1.0,0.0,50.0
eye_sp,1.0,1.0,1.0,1.0,1.0,0
sisto_davide,,1.0,1.0,1.0,1.0,0
beagiava,,1.0,1.0,1.0,1.0,0
UmbertoMorosini,,0.96,0.0,0.0,0.0,0
SchwarzGuido,-1.0,-1.0,-1.0,-1.0,-1.0,0
ocatarinetabel1,,1.0,1.0,1.0,1.0,0
corinnandreatta,1.0,1.0,1.0,1.0,1.0,0
UnoQuasiNormale,0.47,0.33,0.25,-1.0,0.29000000000000004,64.5
jabs305,,1.0,0.5,0.5,0.5,0
barbarozap,,0.5,0.25,0.25,0.25,0
bendellavedova,,0.4,0.07,1.0,0.07,46.5
cristinamucciol,,1.0,1.0,1.0,1.0,0
JRichterr8,1.0,1.0,1.0,1.0,1.0,0
alpasalp,0.5,0.5,0.5,0.25,0.5,12.5
afribix,1.0,1.0,0.5,0.5,0.75,12.5
MargiorieParada,,1.0,1.0,1.0,1.0,0
mariannaaprile,1.0,0.5,0.5,1.0,0.5,25.0
diariomedico,1.0,1.0,1.0,1.0,1.0,0
AnnalisaChirico,-1.0,-1.0,-1.0,-1.0,-1.0,0
MirasoleCarlo,,1.0,1.0,1.0,1.0,0
IlCommentatore_,,1.0,1.0,1.0,1.0,0
franco_sala,,0.96,0.0,0.33,0.0,16.5
CordioliMirco,1.0,1.0,0.5,0.5,0.75,12.5
vidaparanacer,,1.0,1.0,1.0,1.0,0
nella12_r,1.0,1.0,0.33,0.2,0.665,23.25
Paolomasi18,0.0,0.0,0.0,0.2,0.0,10.0
IreneMossa,1.0,0.97,0.49,-0.0,0.73,36.5
trimpa48,1.0,1.0,0.5,0.33,0.75,21.0
MassimilianoWie,,-1.0,-1.0,0.25,-1.0,62.5
giornalettismo,1.0,1.0,1.0,1.0,1.0,0
eudomar_chacin,,1.0,1.0,1.0,1.0,0
74Rober,1.0,1.0,1.0,1.0,1.0,0
EmmaCiccarelli,,1.0,1.0,1.0,1.0,0
marialauraloi,1.0,1.0,0.13,0.01,0.565,27.749999999999996
VillaTelesio,1.0,1.0,1.0,0.0,1.0,50.0
laltraguanciama,1.0,1.0,1.0,1.0,1.0,0
sca_loredana,-1.0,-1.0,-1.0,0.33,-1.0,66.5
MaSpadavecchia,,1.0,1.0,1.0,1.0,0
pisarello2000,,1.0,1.0,1.0,1.0,0
MauroGiorgino,,0.96,0.0,1.0,0.0,50.0
permarcogentili,0.2,0.01,0.28,0.32,0.14500000000000002,8.75
